model,sample_id,dataset,image_name,processing_time,text_similarity,text_precision,text_recall,text_f1,text_predicted_length,text_ground_truth_length,detection_precision,detection_recall,detection_f1,avg_iou
spatial_surya,1,French,14_e26ee_default.jpg,9.233047723770142,0.13994245357049437,0.9764705882352941,0.9707602339181286,0.9736070381231672,3828,3818,0.7559055118110236,0.7804878048780488,0.768,0.6220136390206152
spatial_surya,2,French,2_f1a3f_default.jpg,5.060843229293823,0.27204030226700254,0.5573770491803278,0.576271186440678,0.5666666666666667,593,598,0.6363636363636364,0.6086956521739131,0.6222222222222223,0.5935368908194468
spatial_surya,3,French,8_5eeab_default.jpg,8.609503030776978,0.3471206277430509,0.776595744680851,0.7704485488126649,0.7735099337748345,3742,3777,0.49166666666666664,0.49166666666666664,0.49166666666666664,0.5692313505709381
spatial_surya,4,French,10_10fe5_default.jpg,8.62800669670105,0.3660965024253255,0.8210526315789474,0.8020565552699229,0.811443433029909,3889,3945,0.256,0.2601626016260163,0.25806451612903225,0.5508772554502226
spatial_surya,5,French,16_e8fb7_default.jpg,10.187932252883911,0.2281111370534672,0.9366391184573003,0.9523809523809523,0.9444444444444444,4343,4223,0.6782608695652174,0.6782608695652174,0.6782608695652174,0.5582189715620467
spatial_surya,6,French,17_24e64_default.jpg,9.832812309265137,0.16758747697974216,0.9441964285714286,0.9591836734693877,0.9516310461192351,4924,4850,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.6189430622860306
spatial_surya,7,French,11_ef202_default.jpg,8.288890600204468,0.23296877058901042,0.8136482939632546,0.8115183246073299,0.8125819134993447,3767,3822,0.1774193548387097,0.17886178861788618,0.17813765182186236,0.5566256001970303
spatial_surya,8,French,5_1df9d_default.jpg,9.894984006881714,0.2247658688865765,0.8367875647668394,0.8115577889447236,0.8239795918367346,3804,3884,0.819672131147541,0.8064516129032258,0.8130081300813008,0.6277519869788185
spatial_surya,9,French,18_ac1da_default.jpg,10.986552715301514,0.16509775524981898,0.9184149184149184,0.9314420803782506,0.9248826291079812,4869,4798,0.9590163934426229,0.9590163934426229,0.9590163934426229,0.661805609033667
spatial_surya,10,English,0060080406.png,8.075702667236328,0.06235385814497272,0.6623376623376623,0.7183098591549296,0.6891891891891893,1427,1139,0.5526315789473685,0.711864406779661,0.6222222222222223,0.7035427924465815
spatial_surya,11,English,0001477983.png,4.20668625831604,0.18548598375687714,0.856353591160221,0.8959537572254336,0.8757062146892656,1964,1853,0.5476190476190477,0.3770491803278688,0.44660194174757284,0.7309919499417908
spatial_surya,12,English,88547278_88547279.png,8.903460025787354,0.47101449275362317,0.5449438202247191,0.8083333333333333,0.651006711409396,1382,827,0.44642857142857145,0.625,0.5208333333333334,0.732598447779359
spatial_surya,13,English,92094746.png,2.8906359672546387,0.059897051941974734,0.7033898305084746,0.7345132743362832,0.7186147186147187,1223,914,0.2857142857142857,0.14705882352941177,0.19417475728155337,0.6572353785310106
spatial_surya,14,English,0001239897.png,3.44425630569458,0.04826038159371493,0.49411764705882355,0.47191011235955055,0.48275862068965514,994,788,0.5714285714285714,0.6808510638297872,0.6213592233009708,0.7708343117660116
spatial_surya,15,English,00836816.png,4.457481622695923,0.23835125448028674,0.6991869918699187,0.7107438016528925,0.7049180327868853,1205,1027,0.5277777777777778,0.6551724137931034,0.5846153846153845,0.7288322141451422
spatial_surya,16,English,00860012_00860014.png,4.796994924545288,0.02430939226519337,0.7218543046357616,0.7124183006535948,0.7171052631578947,1433,1282,0.7058823529411765,0.7868852459016393,0.7441860465116278,0.7168687666603097
spatial_surya,17,English,71108371.png,4.746348142623901,0.2364028002154012,0.9151515151515152,0.9096385542168675,0.9123867069486404,1921,1793,0.7936507936507936,0.6172839506172839,0.6944444444444444,0.7567048967410228
spatial_surya,18,English,01122115.png,4.1614298820495605,0.12447325769854133,0.6833333333333333,0.6577540106951871,0.670299727520436,1712,1373,0.22580645161290322,0.14893617021276595,0.17948717948717946,0.5573959194529932
spatial_surya,19,English,00836244.png,4.757939100265503,0.09365150832958127,0.5319148936170213,0.5172413793103449,0.5244755244755246,1261,960,0.8735632183908046,0.8444444444444444,0.8587570621468928,0.698611109881247
