model,sample_id,dataset,image_name,processing_time,text_similarity,text_precision,text_recall,text_f1,text_predicted_length,text_ground_truth_length,detection_precision,detection_recall,detection_f1,avg_iou
doctr,2,French,2_f1a3f_default.jpg,4.315844774246216,0.26926333615580017,0.515625,0.559322033898305,0.5365853658536586,583,598,,,,
doctr,3,French,8_5eeab_default.jpg,14.021161317825317,0.30414993306559573,0.7659574468085106,0.7598944591029023,0.7629139072847682,3693,3777,,,,
doctr,4,French,10_10fe5_default.jpg,16.549357652664185,0.3045204251504674,0.7927461139896373,0.7866323907455013,0.7896774193548387,3864,3945,,,,
doctr,5,French,16_e8fb7_default.jpg,18.853440523147583,0.23445147427480004,0.9313186813186813,0.9495798319327731,0.9403606102635229,4154,4223,,,,
doctr,6,French,17_24e64_default.jpg,21.530668020248413,0.16920012579935004,0.9594594594594594,0.9659863945578231,0.9627118644067796,4689,4850,,,,
doctr,7,French,11_ef202_default.jpg,16.51191759109497,0.24084600132187706,0.7989556135770235,0.8010471204188482,0.8,3743,3822,,,,
doctr,8,French,5_1df9d_default.jpg,15.94334888458252,0.1669266770670827,0.8242894056847545,0.8015075376884422,0.8127388535031848,3808,3884,,,,
doctr,9,French,18_ac1da_default.jpg,21.45293879508972,0.10306436220973386,0.9294117647058824,0.933806146572104,0.9316037735849055,4635,4798,,,,
doctr,10,English,0060080406.png,5.809231281280518,0.28145550197281893,0.7872340425531915,0.7816901408450704,0.784452296819788,1142,1139,,,,
doctr,11,English,0001477983.png,8.696439743041992,0.16310160427807488,0.8066298342541437,0.8439306358381503,0.824858757062147,1887,1853,,,,
doctr,12,English,88547278_88547279.png,7.6495680809021,0.39840989399293286,0.532608695652174,0.8166666666666667,0.6447368421052632,1437,827,,,,
doctr,13,English,92094746.png,4.9982569217681885,0.13853765805387575,0.8425925925925926,0.8053097345132744,0.8235294117647058,905,914,,,,
doctr,14,English,0001239897.png,4.460187911987305,0.05491698595146871,0.5108695652173914,0.5280898876404494,0.5193370165745856,778,788,,,,
doctr,15,English,00836816.png,5.635919570922852,0.7169260700389105,0.68,0.7024793388429752,0.6910569105691057,1029,1027,,,,
doctr,16,English,00860012_00860014.png,6.089825630187988,0.4133385032958511,0.7785234899328859,0.7581699346405228,0.7682119205298014,1298,1282,,,,
doctr,17,English,71108371.png,9.024152278900146,0.20631001371742114,0.9454545454545454,0.9397590361445783,0.9425981873111783,1852,1793,,,,
doctr,18,English,01122115.png,7.702771186828613,0.15542521994134897,0.7456647398843931,0.6898395721925134,0.7166666666666667,1356,1373,,,,
doctr,19,English,00836244.png,5.16627311706543,0.17454545454545456,0.5539568345323741,0.5310344827586206,0.5422535211267604,965,960,,,,
spatial_doctr,0,French,12_0bb90_default.jpg,15.761826992034912,0.3310252996005326,0.7944862155388471,0.7885572139303483,0.7915106117353309,3715,3795,0.01282051282051282,0.056910569105691054,0.020926756352765318,0.6045942340125808
spatial_doctr,1,French,14_e26ee_default.jpg,15.10811734199524,0.1151022548505506,0.9764705882352941,0.9707602339181286,0.9736070381231672,3810,3818,0.02702702702702703,0.11382113821138211,0.0436817472698908,0.6048331442478505
spatial_doctr,2,French,2_f1a3f_default.jpg,4.032186985015869,0.26926333615580017,0.515625,0.559322033898305,0.5365853658536586,583,598,0.02127659574468085,0.08695652173913043,0.034188034188034185,0.670803434201503
spatial_doctr,3,French,8_5eeab_default.jpg,15.909062147140503,0.30414993306559573,0.7659574468085106,0.7598944591029023,0.7629139072847682,3693,3777,0.014925373134328358,0.06666666666666667,0.024390243902439022,0.62939002171702
spatial_doctr,4,French,10_10fe5_default.jpg,16.987409830093384,0.3045204251504674,0.7927461139896373,0.7866323907455013,0.7896774193548387,3864,3945,0.019434628975265017,0.08943089430894309,0.03193033381712627,0.647529121120117
spatial_doctr,5,French,16_e8fb7_default.jpg,19.2706937789917,0.23445147427480004,0.9313186813186813,0.9495798319327731,0.9403606102635229,4154,4223,0.007692307692307693,0.043478260869565216,0.013071895424836602,0.67116836511742
spatial_doctr,6,French,17_24e64_default.jpg,22.648122310638428,0.16920012579935004,0.9594594594594594,0.9659863945578231,0.9627118644067796,4689,4850,0.005194805194805195,0.032520325203252036,0.008958566629339306,0.6104301896057712
spatial_doctr,7,French,11_ef202_default.jpg,16.15936851501465,0.24084600132187706,0.7989556135770235,0.8010471204188482,0.8,3743,3822,0.014492753623188406,0.06504065040650407,0.023703703703703706,0.6440196585807643
spatial_doctr,8,French,5_1df9d_default.jpg,16.40425133705139,0.1669266770670827,0.8242894056847545,0.8015075376884422,0.8127388535031848,3808,3884,0.019400352733686066,0.08870967741935484,0.03183791606367583,0.6173775477512492
spatial_doctr,9,French,18_ac1da_default.jpg,21.19980788230896,0.10306436220973386,0.9294117647058824,0.933806146572104,0.9316037735849055,4635,4798,0.005298013245033113,0.03278688524590164,0.00912200684150513,0.5812769163609723
spatial_doctr,10,English,0060080406.png,5.929315567016602,0.28145550197281893,0.7872340425531915,0.7816901408450704,0.784452296819788,1142,1139,0.22093023255813954,0.6440677966101694,0.32900432900432897,0.7155374127268737
spatial_doctr,11,English,0001477983.png,9.436551094055176,0.16310160427807488,0.8066298342541437,0.8439306358381503,0.824858757062147,1887,1853,0.10915492957746478,0.5081967213114754,0.17971014492753623,0.7188191220320275
spatial_doctr,12,English,88547278_88547279.png,6.899988174438477,0.39840989399293286,0.532608695652174,0.8166666666666667,0.6447368421052632,1437,827,0.0776255707762557,0.425,0.13127413127413126,0.7078963600548883
spatial_doctr,13,English,92094746.png,5.712646722793579,0.13853765805387575,0.8425925925925926,0.8053097345132744,0.8235294117647058,905,914,0.3006993006993007,0.6323529411764706,0.4075829383886256,0.7288709315315905
spatial_doctr,14,English,0001239897.png,4.655008316040039,0.05491698595146871,0.5108695652173914,0.5280898876404494,0.5193370165745856,778,788,0.21774193548387097,0.574468085106383,0.31578947368421056,0.7334509016689689
spatial_doctr,15,English,00836816.png,5.681793451309204,0.7169260700389105,0.68,0.7024793388429752,0.6910569105691057,1029,1027,0.09090909090909091,0.5172413793103449,0.15463917525773194,0.6623512652378406
spatial_doctr,16,English,00860012_00860014.png,6.7532734870910645,0.4133385032958511,0.7785234899328859,0.7581699346405228,0.7682119205298014,1298,1282,0.15675675675675677,0.47540983606557374,0.23577235772357724,0.7416184488396599
spatial_doctr,17,English,71108371.png,8.095864534378052,0.20631001371742114,0.9454545454545454,0.9397590361445783,0.9425981873111783,1852,1793,0.13309352517985612,0.4567901234567901,0.20612813370473537,0.653609046388914
spatial_doctr,18,English,01122115.png,7.941216945648193,0.15542521994134897,0.7456647398843931,0.6898395721925134,0.7166666666666667,1356,1373,0.13306451612903225,0.35106382978723405,0.19298245614035087,0.7246826685458307
spatial_doctr,19,English,00836244.png,5.238874673843384,0.17454545454545456,0.5539568345323741,0.5310344827586206,0.5422535211267604,965,960,0.4805194805194805,0.8222222222222222,0.6065573770491802,0.7444346220427815
surya,0,French,12_0bb90_default.jpg,8.89050555229187,0.334841628959276,0.817258883248731,0.8009950248756219,0.8090452261306533,3719,3795,,,,
surya,1,French,14_e26ee_default.jpg,9.241186380386353,0.13994245357049437,0.9764705882352941,0.9707602339181286,0.9736070381231672,3828,3818,,,,
surya,2,French,2_f1a3f_default.jpg,5.045622110366821,0.27204030226700254,0.5573770491803278,0.576271186440678,0.5666666666666667,593,598,,,,
surya,3,French,8_5eeab_default.jpg,8.661031484603882,0.3471206277430509,0.776595744680851,0.7704485488126649,0.7735099337748345,3742,3777,,,,
surya,4,French,10_10fe5_default.jpg,8.600557088851929,0.3660965024253255,0.8210526315789474,0.8020565552699229,0.811443433029909,3889,3945,,,,
surya,5,French,16_e8fb7_default.jpg,10.06873893737793,0.2281111370534672,0.9366391184573003,0.9523809523809523,0.9444444444444444,4343,4223,,,,
surya,6,French,17_24e64_default.jpg,9.78105640411377,0.16758747697974216,0.9441964285714286,0.9591836734693877,0.9516310461192351,4924,4850,,,,
surya,7,French,11_ef202_default.jpg,8.201362371444702,0.23296877058901042,0.8136482939632546,0.8115183246073299,0.8125819134993447,3767,3822,,,,
surya,8,French,5_1df9d_default.jpg,9.940128326416016,0.2247658688865765,0.8367875647668394,0.8115577889447236,0.8239795918367346,3804,3884,,,,
surya,9,French,18_ac1da_default.jpg,11.386324644088745,0.16509775524981898,0.9184149184149184,0.9314420803782506,0.9248826291079812,4869,4798,,,,
surya,10,English,0060080406.png,8.043907403945923,0.06235385814497272,0.6623376623376623,0.7183098591549296,0.6891891891891893,1427,1139,,,,
surya,11,English,0001477983.png,4.223954916000366,0.18548598375687714,0.856353591160221,0.8959537572254336,0.8757062146892656,1964,1853,,,,
surya,12,English,88547278_88547279.png,8.917385816574097,0.47101449275362317,0.5449438202247191,0.8083333333333333,0.651006711409396,1382,827,,,,
surya,13,English,92094746.png,2.886172294616699,0.059897051941974734,0.7033898305084746,0.7345132743362832,0.7186147186147187,1223,914,,,,
surya,14,English,0001239897.png,3.4605629444122314,0.04826038159371493,0.49411764705882355,0.47191011235955055,0.48275862068965514,994,788,,,,
surya,15,English,00836816.png,4.497122287750244,0.23835125448028674,0.6991869918699187,0.7107438016528925,0.7049180327868853,1205,1027,,,,
surya,16,English,00860012_00860014.png,4.806189775466919,0.02430939226519337,0.7218543046357616,0.7124183006535948,0.7171052631578947,1433,1282,,,,
surya,17,English,71108371.png,4.742983102798462,0.2364028002154012,0.9151515151515152,0.9096385542168675,0.9123867069486404,1921,1793,,,,
surya,18,English,01122115.png,4.140782594680786,0.12447325769854133,0.6833333333333333,0.6577540106951871,0.670299727520436,1712,1373,,,,
surya,19,English,00836244.png,4.800052642822266,0.09365150832958127,0.5319148936170213,0.5172413793103449,0.5244755244755246,1261,960,,,,
spatial_surya,0,French,12_0bb90_default.jpg,8.538244724273682,0.334841628959276,0.817258883248731,0.8009950248756219,0.8090452261306533,3719,3795,0.3442622950819672,0.34146341463414637,0.34285714285714286,0.5685195594462584
